===== DIM_COUNTERPARTY TABLE =====
 counterparty_id |    counterparty_legal_name     | counterparty_legal_address_line_1 | counterparty_legal_address_line_2 | counterparty_legal_district | counterparty_legal_city | counterparty_legal_postal_code |      counterparty_legal_country       | counterparty_legal_phone_number 
-----------------+--------------------------------+-----------------------------------+-----------------------------------+-----------------------------+-------------------------+--------------------------------+---------------------------------------+---------------------------------
               1 | Fahey and Sons                 | 605 Haskell Trafficway            | Axel Freeway                      |                             | East Bobbie             | 88253-4257                     | Heard Island and McDonald Islands     | 9687 937447
               2 | Leannon, Predovic and Morar    | 079 Horacio Landing               |                                   |                             | Utica                   | 93045                          | Austria                               | 7772 084705
               3 | Armstrong Inc                  | 179 Alexie Cliffs                 |                                   |                             | Aliso Viejo             | 99305-7380                     | San Marino                            | 9621 880720
               4 | Kohler Inc                     | 37736 Heathcote Lock              | Noemy Pines                       |                             | Bartellview             | 42400-5199                     | Congo                                 | 1684 702261
               5 | Frami, Yundt and Macejkovic    | 364 Goodwin Streets               |                                   |                             | Sayreville              | 85544-4254                     | Svalbard & Jan Mayen Islands          | 0847 468066
               6 | Mraz LLC                       | 822 Providenci Spring             |                                   | Berkshire                   | Derekport               | 25541                          | Papua New Guinea                      | 4111 801405
               7 | Padberg, Lueilwitz and Johnson | 511 Orin Extension                | Cielo Radial                      | Buckinghamshire             | South Wyatt             | 04524-5341                     | Iceland                               | 2372 180716
               8 | Grant - Lakin                  | 511 Orin Extension                | Cielo Radial                      | Buckinghamshire             | South Wyatt             | 04524-5341                     | Iceland                               | 2372 180716
               9 | Price LLC                      | 34177 Upton Track                 |                                   |                             | Fort Shadburgh          | 55993-8850                     | Bosnia and Herzegovina                | 0081 009772
              10 | Bosco - Grant                  | 49967 Kaylah Flat                 | Tremaine Circles                  | Bedfordshire                | Beaulahcester           | 89470                          | Democratic People's Republic of Korea | 4949 998070
              11 | Corkery - Nienow               | 962 Koch Drives                   |                                   |                             | Hackensack              | 95316-4738                     | Indonesia                             | 5507 549583
              12 | Keeling - Emmerich             | 75653 Ernestine Ways              |                                   | Buckinghamshire             | North Deshaun           | 02813                          | Faroe Islands                         | 1373 796260
              13 | Hand, Krajcik and Kuhlman      | 34177 Upton Track                 |                                   |                             | Fort Shadburgh          | 55993-8850                     | Bosnia and Herzegovina                | 0081 009772
              14 | Hintz, Hayes and Will          | 0336 Ruthe Heights                |                                   | Buckinghamshire             | Lake Myrlfurt           | 94545-4284                     | Falkland Islands (Malvinas)           | 1083 286132
              15 | Emmerich, Rohan and Reynolds   | 962 Koch Drives                   |                                   |                             | Hackensack              | 95316-4738                     | Indonesia                             | 5507 549583
              16 | Hartmann, Franecki and Ratke   | 84824 Bryce Common                | Grady Turnpike                    |                             | Maggiofurt              | 50899-1522                     | Iraq                                  | 3316 955887
              17 | Kihn Group                     | 962 Koch Drives                   |                                   |                             | Hackensack              | 95316-4738                     | Indonesia                             | 5507 549583
              18 | Smith and Sons                 | 962 Koch Drives                   |                                   |                             | Hackensack              | 95316-4738                     | Indonesia                             | 5507 549583
              19 | Ondricka, Conroy and Turcotte  | 58805 Sibyl Cliff                 | Leuschke Glens                    | Bedfordshire                | Lake Arne               | 63808                          | Kiribati                              | 0168 407254
              20 | Yost, Watsica and Mann         | 179 Alexie Cliffs                 |                                   |                             | Aliso Viejo             | 99305-7380                     | San Marino                            | 9621 880720
(20 rows)

===== DIM_CURRENCY TABLE =====
 currency_id | currency_code |     currency_name     
-------------+---------------+-----------------------
           1 | GBP           | Great British Pounds
           2 | USD           | United States Dollars
           3 | EUR           | Euro
(3 rows)

===== DIM_DATE TABLE =====
  date_id   | year | month | day | day_of_week | day_name  | month_name | quarter 
 2023-10-02 | 2023 |    10 |   2 |           1 | monday    | october    |       4
 2023-10-03 | 2023 |    10 |   3 |           2 | tuesday   | october    |       4
 2023-10-04 | 2023 |    10 |   4 |           3 | wednesday | october    |       4
 2023-10-05 | 2023 |    10 |   5 |           4 | thursday  | october    |       4
 2023-10-06 | 2023 |    10 |   6 |           5 | friday    | october    |       4
 2023-10-07 | 2023 |    10 |   7 |           6 | saturday  | october    |       4
 2023-10-08 | 2023 |    10 |   8 |           7 | sunday    | october    |       4
 2023-10-09 | 2023 |    10 |   9 |           1 | monday    | october    |       4
 2023-10-10 | 2023 |    10 |  10 |           2 | tuesday   | october    |       4
 2023-10-11 | 2023 |    10 |  11 |           3 | wednesday | october    |       4
 2023-10-12 | 2023 |    10 |  12 |           4 | thursday  | october    |       4
 2023-10-13 | 2023 |    10 |  13 |           5 | friday    | october    |       4
 2023-10-14 | 2023 |    10 |  14 |           6 | saturday  | october    |       4
 2023-10-15 | 2023 |    10 |  15 |           7 | sunday    | october    |       4
 2023-10-16 | 2023 |    10 |  16 |           1 | monday    | october    |       4
 2023-10-17 | 2023 |    10 |  17 |           2 | tuesday   | october    |       4
 2023-10-18 | 2023 |    10 |  18 |           3 | wednesday | october    |       4
 2023-10-19 | 2023 |    10 |  19 |           4 | thursday  | october    |       4
 2023-10-20 | 2023 |    10 |  20 |           5 | friday    | october    |       4
 2023-10-21 | 2023 |    10 |  21 |           6 | saturday  | october    |       4
 2023-10-22 | 2023 |    10 |  22 |           7 | sunday    | october    |       4
 2023-10-23 | 2023 |    10 |  23 |           1 | monday    | october    |       4
 2023-10-24 | 2023 |    10 |  24 |           2 | tuesday   | october    |       4
 2023-10-25 | 2023 |    10 |  25 |           3 | wednesday | october    |       4
 2023-10-26 | 2023 |    10 |  26 |           4 | thursday  | october    |       4
 2023-10-27 | 2023 |    10 |  27 |           5 | friday    | october    |       4
 2023-10-28 | 2023 |    10 |  28 |           6 | saturday  | october    |       4
 2023-10-29 | 2023 |    10 |  29 |           7 | sunday    | october    |       4
 2023-10-30 | 2023 |    10 |  30 |           1 | monday    | october    |       4
 2023-10-31 | 2023 |    10 |  31 |           2 | tuesday   | october    |       4
 2023-11-01 | 2023 |    11 |   1 |           3 | wednesday | november   |       4
 2023-11-02 | 2023 |    11 |   2 |           4 | thursday  | november   |       4
 2023-11-03 | 2023 |    11 |   3 |           5 | friday    | november   |       4
 2023-11-04 | 2023 |    11 |   4 |           6 | saturday  | november   |       4
 2023-11-05 | 2023 |    11 |   5 |           7 | sunday    | november   |       4
 2023-11-06 | 2023 |    11 |   6 |           1 | monday    | november   |       4
 2023-11-07 | 2023 |    11 |   7 |           2 | tuesday   | november   |       4
 2023-11-08 | 2023 |    11 |   8 |           3 | wednesday | november   |       4
 2023-11-09 | 2023 |    11 |   9 |           4 | thursday  | november   |       4
 2023-11-10 | 2023 |    11 |  10 |           5 | friday    | november   |       4
 2023-11-11 | 2023 |    11 |  11 |           6 | saturday  | november   |       4
 2023-11-12 | 2023 |    11 |  12 |           7 | sunday    | november   |       4
 2023-11-13 | 2023 |    11 |  13 |           1 | monday    | november   |       4
 2023-11-14 | 2023 |    11 |  14 |           2 | tuesday   | november   |       4
 2023-11-15 | 2023 |    11 |  15 |           3 | wednesday | november   |       4
 2023-11-16 | 2023 |    11 |  16 |           4 | thursday  | november   |       4
 2023-11-17 | 2023 |    11 |  17 |           5 | friday    | november   |       4
 2023-11-18 | 2023 |    11 |  18 |           6 | saturday  | november   |       4
 2023-11-19 | 2023 |    11 |  19 |           7 | sunday    | november   |       4
 2023-11-20 | 2023 |    11 |  20 |           1 | monday    | november   |       4
 2023-11-21 | 2023 |    11 |  21 |           2 | tuesday   | november   |       4
 2023-11-22 | 2023 |    11 |  22 |           3 | wednesday | november   |       4
 2023-11-23 | 2023 |    11 |  23 |           4 | thursday  | november   |       4
 2023-11-24 | 2023 |    11 |  24 |           5 | friday    | november   |       4
 2023-11-25 | 2023 |    11 |  25 |           6 | saturday  | november   |       4
 2023-11-26 | 2023 |    11 |  26 |           7 | sunday    | november   |       4
 2023-11-27 | 2023 |    11 |  27 |           1 | monday    | november   |       4
 2023-11-28 | 2023 |    11 |  28 |           2 | tuesday   | november   |       4
 2023-11-29 | 2023 |    11 |  29 |           3 | wednesday | november   |       4
 2023-11-30 | 2023 |    11 |  30 |           4 | thursday  | november   |       4
 2023-12-01 | 2023 |    12 |   1 |           5 | friday    | december   |       5
 2023-12-02 | 2023 |    12 |   2 |           6 | saturday  | december   |       5
 2023-12-03 | 2023 |    12 |   3 |           7 | sunday    | december   |       5
 2023-12-04 | 2023 |    12 |   4 |           1 | monday    | december   |       5
 2023-12-05 | 2023 |    12 |   5 |           2 | tuesday   | december   |       5
 2023-12-06 | 2023 |    12 |   6 |           3 | wednesday | december   |       5
 2023-12-07 | 2023 |    12 |   7 |           4 | thursday  | december   |       5
 2023-12-08 | 2023 |    12 |   8 |           5 | friday    | december   |       5
 2023-12-09 | 2023 |    12 |   9 |           6 | saturday  | december   |       5
 2023-12-10 | 2023 |    12 |  10 |           7 | sunday    | december   |       5
 2023-12-11 | 2023 |    12 |  11 |           1 | monday    | december   |       5
 2023-12-12 | 2023 |    12 |  12 |           2 | tuesday   | december   |       5
 2023-12-13 | 2023 |    12 |  13 |           3 | wednesday | december   |       5
 2023-12-14 | 2023 |    12 |  14 |           4 | thursday  | december   |       5
 2023-12-15 | 2023 |    12 |  15 |           5 | friday    | december   |       5
 2023-12-16 | 2023 |    12 |  16 |           6 | saturday  | december   |       5
 2023-12-17 | 2023 |    12 |  17 |           7 | sunday    | december   |       5
 2023-12-18 | 2023 |    12 |  18 |           1 | monday    | december   |       5
 2023-12-19 | 2023 |    12 |  19 |           2 | tuesday   | december   |       5
 2023-12-20 | 2023 |    12 |  20 |           3 | wednesday | december   |       5
 2023-12-21 | 2023 |    12 |  21 |           4 | thursday  | december   |       5
 2023-12-22 | 2023 |    12 |  22 |           5 | friday    | december   |       5
 2023-12-23 | 2023 |    12 |  23 |           6 | saturday  | december   |       5
 2023-12-24 | 2023 |    12 |  24 |           7 | sunday    | december   |       5
 2023-12-25 | 2023 |    12 |  25 |           1 | monday    | december   |       5
 2023-12-26 | 2023 |    12 |  26 |           2 | tuesday   | december   |       5
 2023-12-27 | 2023 |    12 |  27 |           3 | wednesday | december   |       5
 2023-12-28 | 2023 |    12 |  28 |           4 | thursday  | december   |       5
 2023-12-29 | 2023 |    12 |  29 |           5 | friday    | december   |       5
 2023-12-30 | 2023 |    12 |  30 |           6 | saturday  | december   |       5
 2023-12-31 | 2023 |    12 |  31 |           7 | sunday    | december   |       5
 2024-01-01 | 2024 |     1 |   1 |           1 | monday    | january    |       1
 2024-01-02 | 2024 |     1 |   2 |           2 | tuesday   | january    |       1
 2024-01-03 | 2024 |     1 |   3 |           3 | wednesday | january    |       1
 2024-01-04 | 2024 |     1 |   4 |           4 | thursday  | january    |       1
 2024-01-05 | 2024 |     1 |   5 |           5 | friday    | january    |       1
 2024-01-06 | 2024 |     1 |   6 |           6 | saturday  | january    |       1
 2024-01-07 | 2024 |     1 |   7 |           7 | sunday    | january    |       1
 2024-01-08 | 2024 |     1 |   8 |           1 | monday    | january    |       1
 2024-01-09 | 2024 |     1 |   9 |           2 | tuesday   | january    |       1
 2024-01-10 | 2024 |     1 |  10 |           3 | wednesday | january    |       1
 2024-01-11 | 2024 |     1 |  11 |           4 | thursday  | january    |       1
 2024-01-12 | 2024 |     1 |  12 |           5 | friday    | january    |       1
 2024-01-13 | 2024 |     1 |  13 |           6 | saturday  | january    |       1
 2024-01-14 | 2024 |     1 |  14 |           7 | sunday    | january    |       1
 2024-01-15 | 2024 |     1 |  15 |           1 | monday    | january    |       1
 2024-01-16 | 2024 |     1 |  16 |           2 | tuesday   | january    |       1
 2024-01-17 | 2024 |     1 |  17 |           3 | wednesday | january    |       1
 2024-01-18 | 2024 |     1 |  18 |           4 | thursday  | january    |       1
 2024-01-19 | 2024 |     1 |  19 |           5 | friday    | january    |       1
 2024-01-20 | 2024 |     1 |  20 |           6 | saturday  | january    |       1
 2024-01-21 | 2024 |     1 |  21 |           7 | sunday    | january    |       1
 2024-01-22 | 2024 |     1 |  22 |           1 | monday    | january    |       1
 2024-01-23 | 2024 |     1 |  23 |           2 | tuesday   | january    |       1
 2024-01-24 | 2024 |     1 |  24 |           3 | wednesday | january    |       1
 2024-01-25 | 2024 |     1 |  25 |           4 | thursday  | january    |       1
 2024-01-26 | 2024 |     1 |  26 |           5 | friday    | january    |       1
 2024-01-27 | 2024 |     1 |  27 |           6 | saturday  | january    |       1
 2024-01-28 | 2024 |     1 |  28 |           7 | sunday    | january    |       1
 2024-01-29 | 2024 |     1 |  29 |           1 | monday    | january    |       1
 2024-01-30 | 2024 |     1 |  30 |           2 | tuesday   | january    |       1
 2024-01-31 | 2024 |     1 |  31 |           3 | wednesday | january    |       1
 2024-02-01 | 2024 |     2 |   1 |           4 | thursday  | february   |       1
 2024-02-02 | 2024 |     2 |   2 |           5 | friday    | february   |       1
 2024-02-03 | 2024 |     2 |   3 |           6 | saturday  | february   |       1
 2024-02-04 | 2024 |     2 |   4 |           7 | sunday    | february   |       1
 2024-02-05 | 2024 |     2 |   5 |           1 | monday    | february   |       1
 2024-02-06 | 2024 |     2 |   6 |           2 | tuesday   | february   |       1
 2024-02-07 | 2024 |     2 |   7 |           3 | wednesday | february   |       1
 2024-02-08 | 2024 |     2 |   8 |           4 | thursday  | february   |       1
 2024-02-09 | 2024 |     2 |   9 |           5 | friday    | february   |       1
 2024-02-10 | 2024 |     2 |  10 |           6 | saturday  | february   |       1
 2024-02-11 | 2024 |     2 |  11 |           7 | sunday    | february   |       1
 2024-02-12 | 2024 |     2 |  12 |           1 | monday    | february   |       1
 2024-02-13 | 2024 |     2 |  13 |           2 | tuesday   | february   |       1
 2024-02-14 | 2024 |     2 |  14 |           3 | wednesday | february   |       1
 2024-02-15 | 2024 |     2 |  15 |           4 | thursday  | february   |       1
 2024-02-16 | 2024 |     2 |  16 |           5 | friday    | february   |       1
 2024-02-17 | 2024 |     2 |  17 |           6 | saturday  | february   |       1
 2024-02-18 | 2024 |     2 |  18 |           7 | sunday    | february   |       1
 2024-02-19 | 2024 |     2 |  19 |           1 | monday    | february   |       1
 2024-02-20 | 2024 |     2 |  20 |           2 | tuesday   | february   |       1
 2024-02-21 | 2024 |     2 |  21 |           3 | wednesday | february   |       1
 2024-02-22 | 2024 |     2 |  22 |           4 | thursday  | february   |       1
 2024-02-23 | 2024 |     2 |  23 |           5 | friday    | february   |       1
 2024-02-24 | 2024 |     2 |  24 |           6 | saturday  | february   |       1
 2024-02-25 | 2024 |     2 |  25 |           7 | sunday    | february   |       1
 2024-02-26 | 2024 |     2 |  26 |           1 | monday    | february   |       1
 2024-02-27 | 2024 |     2 |  27 |           2 | tuesday   | february   |       1
 2024-02-28 | 2024 |     2 |  28 |           3 | wednesday | february   |       1
 2024-02-29 | 2024 |     2 |  29 |           4 | thursday  | february   |       1
 2024-03-01 | 2024 |     3 |   1 |           5 | friday    | march      |       2
 2024-03-02 | 2024 |     3 |   2 |           6 | saturday  | march      |       2
 2024-03-03 | 2024 |     3 |   3 |           7 | sunday    | march      |       2
 2024-03-04 | 2024 |     3 |   4 |           1 | monday    | march      |       2
 2024-03-05 | 2024 |     3 |   5 |           2 | tuesday   | march      |       2
 2024-03-06 | 2024 |     3 |   6 |           3 | wednesday | march      |       2
 2024-03-07 | 2024 |     3 |   7 |           4 | thursday  | march      |       2
 2024-03-08 | 2024 |     3 |   8 |           5 | friday    | march      |       2
 2024-03-09 | 2024 |     3 |   9 |           6 | saturday  | march      |       2
 2024-03-10 | 2024 |     3 |  10 |           7 | sunday    | march      |       2
 2024-03-11 | 2024 |     3 |  11 |           1 | monday    | march      |       2
 2024-03-12 | 2024 |     3 |  12 |           2 | tuesday   | march      |       2
 2024-03-13 | 2024 |     3 |  13 |           3 | wednesday | march      |       2
 2024-03-14 | 2024 |     3 |  14 |           4 | thursday  | march      |       2
 2024-03-15 | 2024 |     3 |  15 |           5 | friday    | march      |       2
 2024-03-16 | 2024 |     3 |  16 |           6 | saturday  | march      |       2
 2024-03-17 | 2024 |     3 |  17 |           7 | sunday    | march      |       2
 2024-03-18 | 2024 |     3 |  18 |           1 | monday    | march      |       2
 2024-03-19 | 2024 |     3 |  19 |           2 | tuesday   | march      |       2
 2024-03-20 | 2024 |     3 |  20 |           3 | wednesday | march      |       2
 2024-03-21 | 2024 |     3 |  21 |           4 | thursday  | march      |       2
 2024-03-22 | 2024 |     3 |  22 |           5 | friday    | march      |       2
 2024-03-23 | 2024 |     3 |  23 |           6 | saturday  | march      |       2
 2024-03-24 | 2024 |     3 |  24 |           7 | sunday    | march      |       2
 2024-03-25 | 2024 |     3 |  25 |           1 | monday    | march      |       2
 2024-03-26 | 2024 |     3 |  26 |           2 | tuesday   | march      |       2
 2024-03-27 | 2024 |     3 |  27 |           3 | wednesday | march      |       2
 2024-03-28 | 2024 |     3 |  28 |           4 | thursday  | march      |       2
 2024-03-29 | 2024 |     3 |  29 |           5 | friday    | march      |       2
 2024-03-30 | 2024 |     3 |  30 |           6 | saturday  | march      |       2
 2024-03-31 | 2024 |     3 |  31 |           7 | sunday    | march      |       2
 2024-04-01 | 2024 |     4 |   1 |           1 | monday    | april      |       2
 2024-04-02 | 2024 |     4 |   2 |           2 | tuesday   | april      |       2
 2024-04-03 | 2024 |     4 |   3 |           3 | wednesday | april      |       2
 2024-04-04 | 2024 |     4 |   4 |           4 | thursday  | april      |       2
 2024-04-05 | 2024 |     4 |   5 |           5 | friday    | april      |       2
 2024-04-06 | 2024 |     4 |   6 |           6 | saturday  | april      |       2
 2024-04-07 | 2024 |     4 |   7 |           7 | sunday    | april      |       2
 2024-04-08 | 2024 |     4 |   8 |           1 | monday    | april      |       2
 2024-04-09 | 2024 |     4 |   9 |           2 | tuesday   | april      |       2
 2024-04-10 | 2024 |     4 |  10 |           3 | wednesday | april      |       2
 2024-04-11 | 2024 |     4 |  11 |           4 | thursday  | april      |       2
 2024-04-12 | 2024 |     4 |  12 |           5 | friday    | april      |       2
 2024-04-13 | 2024 |     4 |  13 |           6 | saturday  | april      |       2
 2024-04-14 | 2024 |     4 |  14 |           7 | sunday    | april      |       2
 2024-04-15 | 2024 |     4 |  15 |           1 | monday    | april      |       2
 2024-04-16 | 2024 |     4 |  16 |           2 | tuesday   | april      |       2
 2024-04-17 | 2024 |     4 |  17 |           3 | wednesday | april      |       2
 2024-04-18 | 2024 |     4 |  18 |           4 | thursday  | april      |       2
 2024-04-19 | 2024 |     4 |  19 |           5 | friday    | april      |       2
 2024-04-20 | 2024 |     4 |  20 |           6 | saturday  | april      |       2
 2024-04-21 | 2024 |     4 |  21 |           7 | sunday    | april      |       2
 2024-04-22 | 2024 |     4 |  22 |           1 | monday    | april      |       2
 2024-04-23 | 2024 |     4 |  23 |           2 | tuesday   | april      |       2
 2024-04-24 | 2024 |     4 |  24 |           3 | wednesday | april      |       2
 2024-04-25 | 2024 |     4 |  25 |           4 | thursday  | april      |       2
 2024-04-26 | 2024 |     4 |  26 |           5 | friday    | april      |       2
 2024-04-27 | 2024 |     4 |  27 |           6 | saturday  | april      |       2
 2024-04-28 | 2024 |     4 |  28 |           7 | sunday    | april      |       2
 2024-04-29 | 2024 |     4 |  29 |           1 | monday    | april      |       2
 2024-04-30 | 2024 |     4 |  30 |           2 | tuesday   | april      |       2
 2024-05-01 | 2024 |     5 |   1 |           3 | wednesday | may        |       2
 2024-05-02 | 2024 |     5 |   2 |           4 | thursday  | may        |       2
 2024-05-03 | 2024 |     5 |   3 |           5 | friday    | may        |       2
 2024-05-04 | 2024 |     5 |   4 |           6 | saturday  | may        |       2
 2024-05-05 | 2024 |     5 |   5 |           7 | sunday    | may        |       2
 2024-05-06 | 2024 |     5 |   6 |           1 | monday    | may        |       2
 2024-05-07 | 2024 |     5 |   7 |           2 | tuesday   | may        |       2
 2024-05-08 | 2024 |     5 |   8 |           3 | wednesday | may        |       2
 2024-05-09 | 2024 |     5 |   9 |           4 | thursday  | may        |       2
 2024-05-10 | 2024 |     5 |  10 |           5 | friday    | may        |       2
 2024-05-11 | 2024 |     5 |  11 |           6 | saturday  | may        |       2
 2024-05-12 | 2024 |     5 |  12 |           7 | sunday    | may        |       2
 2024-05-13 | 2024 |     5 |  13 |           1 | monday    | may        |       2
 2024-05-14 | 2024 |     5 |  14 |           2 | tuesday   | may        |       2
 2024-05-15 | 2024 |     5 |  15 |           3 | wednesday | may        |       2
 2024-05-16 | 2024 |     5 |  16 |           4 | thursday  | may        |       2
 2024-05-17 | 2024 |     5 |  17 |           5 | friday    | may        |       2
